offset,length,bits,mask,stream_class,profile_id,baseline_bytes,mini_bytes,donor_bytes,combined_bytes,selected_bytes,mini_gain_bytes,donor_gain_bytes,combined_gain_bytes,best_mode,best_gain_bytes
133107,442,3540,114688,9,0,9.46796170937,9.46707554656,9.48893974105,9.48804353965,9.48804353965,0.000886162818233,-0.0209780316727,-0.0200818302749,mini_cmix,0.000886162818233
133574,653,5225,114688,6,0,20.0346246745,20.0378129081,19.9505682057,19.9537475504,19.9537475504,-0.00318823362988,0.084056468796,0.0808771240366,donor_profile,0.084056468796
134260,442,3536,114688,9,0,10.0857387689,10.0861244104,10.0982304311,10.0986000163,10.0986000163,-0.00038564157046,-0.0124916622335,-0.012861247389,baseline,0
134727,646,5173,114688,6,0,13.0218601041,13.0221545789,13.0325532425,13.0328511212,13.0328511212,-0.000294474808811,-0.0106931383516,-0.0109910170726,baseline,0
135407,651,5210,114688,6,0,15.3521377964,15.3519911102,15.3443281628,15.3441808246,15.3441808246,0.000146686254197,0.00780963364105,0.00795697178557,mini_donor,0.00795697178557
136094,625,5006,114688,6,0,22.0959257034,22.0964935111,22.0234709585,22.0240347441,22.0240347441,-0.000567807739799,0.0724547448954,0.071890959229,donor_profile,0.0724547448954
136753,452,3622,114688,9,0,11.6058156175,11.6064336602,11.6101679029,11.610776547,11.610776547,-0.000618042665224,-0.0043522853066,-0.00496092944275,baseline,0
137230,679,5435,114688,6,0,27.9430115903,27.9439819126,27.9159423753,27.9168954424,27.9168954424,-0.000970322334979,0.0270692149916,0.0261161478311,donor_profile,0.0270692149916
137945,606,4849,114688,6,0,17.146391822,17.1451582719,17.1472496274,17.1460196556,17.1460196556,0.00123355003552,-0.00085780538484,0.000372166327452,mini_cmix,0.00123355003552
138583,422,3383,114688,9,0,13.2799872472,13.2799720512,13.3106003571,13.3105883328,13.3105883328,1.51960261974e-05,-0.0306131098669,-0.0306010855761,mini_cmix,1.51960261974e-05
139030,432,3463,114688,9,0,11.0203685648,11.0200426892,11.0341929,11.0339070695,11.0339070695,0.00032587562373,-0.0138243352148,-0.0135385047547,mini_cmix,0.00032587562373
139487,902,7218,114688,9,0,177.332555864,177.332324014,177.339433246,177.339190713,177.339190713,0.000231849876059,-0.00687738194483,-0.00663484917038,mini_cmix,0.000231849876059
140429,1018,8151,114688,6,0,122.893182763,122.892401543,122.852715828,122.851946131,122.851946131,0.000781219736837,0.0404669344316,0.0412366321993,mini_donor,0.0412366321993
141497,484,3877,114688,9,0,36.7978191228,36.7960045059,36.8198433978,36.8180658361,36.8180658361,0.00181461684406,-0.0220242750238,-0.0202467133004,mini_cmix,0.00181461684406
142006,421,3369,114688,9,0,11.931637077,11.9307241898,11.9541306873,11.9532112574,11.9532112574,0.000912887216941,-0.0224936102968,-0.0215741804487,mini_cmix,0.000912887216941
142451,422,3382,114688,9,0,8.79746484526,8.79700103634,8.80099768876,8.80049774836,8.80049774836,0.000463808926042,-0.0035328434933,-0.00303290310126,mini_cmix,0.000463808926042
